"id_clientes","cliente","endereco","id_concessionarias","data_inclusao","data_atualizacao"
260582,"Clara Clara Pinto","Vila Zumbi das Américas, 536",17,"2025-12-27 12:20:02.130331+00","2025-12-27 12:20:02.130331+00"
260679,"Isabela Márcia Ribeiro","Rodovia Tiradentes do Mar, 2614",21,"2025-12-27 20:25:01.912001+00","2025-12-27 20:25:01.912001+00"
260197,"Cristina Pedro Santos","Beco Doutor da Paz, 4570",2,"2025-12-26 04:15:01.292011+00","2025-12-26 04:15:01.292011+00"
260294,"Nathalia Carolina Mendes","Rodovia Oliveira da Fonte, 5075",5,"2025-12-26 12:20:01.347123+00","2025-12-26 12:20:01.347123+00"
260391,"Mariana Gustavo Costa","Rua Coronel dos Santos, 8452",24,"2025-12-26 20:25:01.74857+00","2025-12-26 20:25:01.74857+00"
260486,"Camila das Araújo","Praça Principal da Felicidade, 4329",21,"2025-12-27 04:20:01.413012+00","2025-12-27 04:20:01.413012+00"
260774,"Fernando das Dias","Alameda Jardim da Floresta, 8869",13,"2025-12-28 04:20:01.385764+00","2025-12-28 04:20:01.385764+00"
260871,"Carlos Rafael Fernandes","Passagem Amazonas do Vale, 3235",16,"2025-12-28 12:25:02.094147+00","2025-12-28 12:25:02.094147+00"
260968,"César Carolina Pinto","Passagem Coronel do Mar, 9043",24,"2025-12-28 20:30:01.795582+00","2025-12-28 20:30:01.795582+00"
261062,"Rebeca Carolina Rocha","Vila Juscelino dos Peixes, 954",28,"2025-12-29 04:20:01.742674+00","2025-12-29 04:20:01.742674+00"
261159,"Clara dos Dias","Beco Industrial da Prosperidade, 9969",26,"2025-12-29 12:25:01.676402+00","2025-12-29 12:25:01.676402+00"
261256,"Mariana Márcia Rocha","Praça Sete de Setembro da Serra, 7284",14,"2025-12-29 20:30:01.318527+00","2025-12-29 20:30:01.318527+00"
261350,"Clara Juliana Carvalho","Largo Tocantins da Saúde, 5856",18,"2025-12-30 04:20:01.461284+00","2025-12-30 04:20:01.461284+00"
261447,"Marcos Márcia Castro","Beco Pinheiros da Esperança, 2535",24,"2025-12-30 12:25:01.263273+00","2025-12-30 12:25:01.263273+00"
260583,"Bruno Carolina Mendes","Travessa Duque dos Santos, 3324",24,"2025-12-27 12:25:01.271709+00","2025-12-27 12:25:01.271709+00"
260680,"Marcelo das Costa","Estrada Internacional do Futuro, 7220",23,"2025-12-27 20:30:02.076262+00","2025-12-27 20:30:02.076262+00"
260198,"Felipe Fernando Oliveira","Alameda Xavier do Mar, 2847",4,"2025-12-26 04:20:01.42671+00","2025-12-26 04:20:01.42671+00"
260295,"André Francisco Nascimento","Praça Coronel do Sol, 3285",5,"2025-12-26 12:25:01.490023+00","2025-12-26 12:25:01.490023+00"
260392,"Sara Leonardo Martins","Largo Monteiro da Tecnologia, 3958",28,"2025-12-26 20:30:01.930422+00","2025-12-26 20:30:01.930422+00"
260487,"Eduardo Maria Souza","Alameda Bandeirantes da Harmonia, 3881",6,"2025-12-27 04:25:01.647373+00","2025-12-27 04:25:01.647373+00"
260775,"Fernanda Maria Gomes","Passagem Doutor da Estação, 6576",13,"2025-12-28 04:25:01.611503+00","2025-12-28 04:25:01.611503+00"
260872,"Gabriela Sofia Silva","Avenida Internacional dos Viajantes, 1211",4,"2025-12-28 12:30:01.228368+00","2025-12-28 12:30:01.228368+00"
260969,"Caio Carolina Gomes","Via Internacional das Rosas, 8856",16,"2025-12-28 20:35:01.693352+00","2025-12-28 20:35:01.693352+00"
261063,"Tatiana do Moura","Passagem Amazonas da Paz, 9674",7,"2025-12-29 04:25:01.905416+00","2025-12-29 04:25:01.905416+00"
261160,"Diego Pedro Cavalcanti","Praça Ipiranga das Estrelas, 9520",18,"2025-12-29 12:30:01.832086+00","2025-12-29 12:30:01.832086+00"
261257,"Daniela Lucas Campos","Passagem Juscelino da Harmonia, 5444",3,"2025-12-29 20:35:01.462336+00","2025-12-29 20:35:01.462336+00"
261351,"Fernando Fernando Martins","Passagem Oliveira da Praia, 9738",12,"2025-12-30 04:25:01.684602+00","2025-12-30 04:25:01.684602+00"
261448,"Mateus Clara Almeida","Estrada Nossa Senhora da Estação, 6587",3,"2025-12-30 12:30:01.398917+00","2025-12-30 12:30:01.398917+00"
260584,"Vanessa Fábio Fernandes","Alameda Pinheiros da Praia, 7349",18,"2025-12-27 12:30:01.411478+00","2025-12-27 12:30:01.411478+00"
260681,"Bruno Ricardo Santos","Rodovia Palmeiras dos Santos, 5276",16,"2025-12-27 20:35:01.226079+00","2025-12-27 20:35:01.226079+00"
260199,"Luiz Samuel Rodrigues","Rua Vitória do Futuro, 7631",6,"2025-12-26 04:25:01.574869+00","2025-12-26 04:25:01.574869+00"
260296,"César Carolina Nascimento","Via Santa dos Pássaros, 3337",8,"2025-12-26 12:30:01.570301+00","2025-12-26 12:30:01.570301+00"
260393,"Bruno Marcos Mendes","Rua Independência do Pacífico, 2991",1,"2025-12-26 20:35:02.096965+00","2025-12-26 20:35:02.096965+00"
260488,"Lívia Lucas Almeida","Vila Jardim da Mata, 4389",13,"2025-12-27 04:30:01.813727+00","2025-12-27 04:30:01.813727+00"
260776,"André Fernando Cavalcanti","Largo Palmeiras das Américas, 1419",11,"2025-12-28 04:30:01.764736+00","2025-12-28 04:30:01.764736+00"
260873,"Fernanda dos Monteiro","Praça Santa Vinhedos, 7844",16,"2025-12-28 12:35:02.102567+00","2025-12-28 12:35:02.102567+00"
260970,"Gabriela Fernando Gomes","Rua Amazonas do Futuro, 9879",17,"2025-12-28 20:40:01.842139+00","2025-12-28 20:40:01.842139+00"
261064,"Clara Paula Rodrigues","Praça Barão dos Coqueiros, 3675",25,"2025-12-29 04:30:02.026653+00","2025-12-29 04:30:02.026653+00"
261161,"Rafael Francisco Barros","Rua Marechal dos Santos, 4384",28,"2025-12-29 12:35:01.99605+00","2025-12-29 12:35:01.99605+00"
261258,"Marcos Fernando Araújo","Alameda Quintino dos Coqueiros, 6449",25,"2025-12-29 20:40:01.848409+00","2025-12-29 20:40:01.848409+00"
261352,"Gustavo João Cavalcanti","Avenida Kennedy dos Coqueiros, 8821",25,"2025-12-30 04:30:01.834264+00","2025-12-30 04:30:01.834264+00"
261449,"Mariana Larissa Fernandes","Rua Ipiranga do Lago, 8903",4,"2025-12-30 12:35:01.534469+00","2025-12-30 12:35:01.534469+00"
260585,"Rebeca Rosa Barbosa","Vila Ipiranga da Estação, 9152",19,"2025-12-27 12:35:01.556772+00","2025-12-27 12:35:01.556772+00"
260682,"Juliana Ana Pinto","Travessa Central do Bosque, 9809",7,"2025-12-27 20:40:01.376565+00","2025-12-27 20:40:01.376565+00"
260200,"Larissa das Fernandes","Largo Rei da Pedra, 9825",21,"2025-12-26 04:30:01.633492+00","2025-12-26 04:30:01.633492+00"
260297,"Caio José Cavalcanti","Via Paulista da Estação, 7751",9,"2025-12-26 12:35:01.71889+00","2025-12-26 12:35:01.71889+00"
260394,"Patrícia Antônio Moura","Vila Brasil do Vale, 7399",7,"2025-12-26 20:40:01.237845+00","2025-12-26 20:40:01.237845+00"
260489,"Felipe Lucas Moura","Alameda Vitória do Futuro, 5559",20,"2025-12-27 04:35:01.973538+00","2025-12-27 04:35:01.973538+00"
260777,"Nathalia Rosa Campos","Rodovia Padre da Paz, 6871",28,"2025-12-28 04:35:01.927546+00","2025-12-28 04:35:01.927546+00"
260874,"Diego Ricardo Nascimento","Alameda São Pedro dos Navegantes, 3509",6,"2025-12-28 12:40:01.237744+00","2025-12-28 12:40:01.237744+00"
260971,"Fernando Larissa Oliveira","Passagem Coronel dos Peixes, 3094",13,"2025-12-28 20:45:02.027619+00","2025-12-28 20:45:02.027619+00"
261065,"Marcos João Cavalcanti","Rodovia Vitória da Liberdade, 1857",28,"2025-12-29 04:35:01.166662+00","2025-12-29 04:35:01.166662+00"
261162,"Mateus do Alves","Rodovia Internacional das Dunas, 5466",19,"2025-12-29 12:40:01.128113+00","2025-12-29 12:40:01.128113+00"
261259,"Rafael Samuel Cavalcanti","Passagem Xavier do Sol, 9368",28,"2025-12-29 20:45:02.155387+00","2025-12-29 20:45:02.155387+00"
261353,"Mateus das Almeida","Avenida Santana do Porto, 9861",13,"2025-12-30 04:35:01.991865+00","2025-12-30 04:35:01.991865+00"
261450,"Aline Francisco Barros","Alameda Sete de Setembro do Sol, 806",14,"2025-12-30 12:40:01.682474+00","2025-12-30 12:40:01.682474+00"
260586,"Lívia Sofia Dias","Praça Coronel das Estrelas, 1450",1,"2025-12-27 12:40:01.748013+00","2025-12-27 12:40:01.748013+00"
260683,"Diego das Campos","Travessa Independência da Prosperidade, 1162",26,"2025-12-27 20:45:01.54443+00","2025-12-27 20:45:01.54443+00"
260201,"Aline Pedro Almeida","Alameda Central da Esperança, 3354",27,"2025-12-26 04:35:01.782059+00","2025-12-26 04:35:01.782059+00"
260298,"Gabriel Antônio Costa","Travessa Duque das Acácias, 5499",16,"2025-12-26 12:40:01.899158+00","2025-12-26 12:40:01.899158+00"
260395,"Clara Francisco Cardoso","Beco Industrial da Praia, 1326",5,"2025-12-26 20:45:01.39127+00","2025-12-26 20:45:01.39127+00"
260490,"Sara Ana Alves","Estrada Amazonas da Harmonia, 3040",9,"2025-12-27 04:40:01.11023+00","2025-12-27 04:40:01.11023+00"
260778,"Larissa dos Nascimento","Praça Santo da Lua, 9204",16,"2025-12-28 04:40:02.127772+00","2025-12-28 04:40:02.127772+00"
260875,"Nathalia Alice Gomes","Avenida Quintino da Felicidade, 9698",8,"2025-12-28 12:45:01.379241+00","2025-12-28 12:45:01.379241+00"
260972,"Tatiana Maria Costa","Estrada Marechal Vinhedos, 4901",29,"2025-12-28 20:50:01.163512+00","2025-12-28 20:50:01.163512+00"
261066,"Mateus Luís Barbosa","Travessa Palmeiras do Bosque, 8218",8,"2025-12-29 04:40:01.30142+00","2025-12-29 04:40:01.30142+00"
261163,"Fernanda de Rocha","Largo Voluntários do Bosque, 7098",3,"2025-12-29 12:45:01.264198+00","2025-12-29 12:45:01.264198+00"
261260,"Vanessa José Carvalho","Rodovia Marechal da Colina, 6479",11,"2025-12-29 20:50:01.281554+00","2025-12-29 20:50:01.281554+00"
261354,"Nathalia das Nascimento","Rua Independência do Porto, 8244",8,"2025-12-30 04:40:01.124229+00","2025-12-30 04:40:01.124229+00"
261451,"Rebeca João Lima","Passagem Flores do Pacífico, 2735",27,"2025-12-30 12:45:01.842906+00","2025-12-30 12:45:01.842906+00"
260587,"Henrique Pedro Martins","Travessa Paulista da Vida, 2822",29,"2025-12-27 12:45:01.901408+00","2025-12-27 12:45:01.901408+00"
260684,"Bruno Ricardo Oliveira","Praça Nossa Senhora das Acácias, 9752",26,"2025-12-27 20:50:01.684674+00","2025-12-27 20:50:01.684674+00"
260202,"Sara José Santos","Beco Bandeirantes da Montanha, 906",13,"2025-12-26 04:40:01.937016+00","2025-12-26 04:40:01.937016+00"
260299,"Bruno Pedro Dias","Alameda Vicente do Futuro, 5801",19,"2025-12-26 12:45:02.080194+00","2025-12-26 12:45:02.080194+00"
260396,"Renata Marcos Alves","Vila Sete de Setembro do Porto, 2821",21,"2025-12-26 20:50:01.533547+00","2025-12-26 20:50:01.533547+00"
260491,"Carlos Rafael Gomes","Via Ipiranga da Pedra, 556",28,"2025-12-27 04:45:01.243074+00","2025-12-27 04:45:01.243074+00"
260779,"Aline de Martins","Travessa Nossa Senhora do Mar, 9662",20,"2025-12-28 04:45:01.284625+00","2025-12-28 04:45:01.284625+00"
260876,"Rafael e Almeida","Vila Vicente da Tecnologia, 6279",19,"2025-12-28 12:50:01.530653+00","2025-12-28 12:50:01.530653+00"
260973,"Cristina Clara Pinto","Largo Marechal dos Coqueiros, 7097",28,"2025-12-28 20:55:01.303743+00","2025-12-28 20:55:01.303743+00"
261067,"Juliana Larissa Barros","Estrada Amazonas do Porto, 9621",13,"2025-12-29 04:45:01.449947+00","2025-12-29 04:45:01.449947+00"
261164,"Tatiana Francisco Gomes","Largo Tocantins dos Peixes, 1795",24,"2025-12-29 12:50:01.38915+00","2025-12-29 12:50:01.38915+00"
261261,"Fernando Rosa Costa","Beco Vitória da Saúde, 6562",2,"2025-12-29 20:55:01.415481+00","2025-12-29 20:55:01.415481+00"
261355,"Lucas Samuel Oliveira","Rua Atlântica dos Peixes, 674",29,"2025-12-30 04:45:01.272729+00","2025-12-30 04:45:01.272729+00"
261452,"Renata Márcia Dias","Rua Visconde dos Viajantes, 3211",11,"2025-12-30 12:50:02.01596+00","2025-12-30 12:50:02.01596+00"
260588,"Clara Márcia Nascimento","Praça Rainha dos Peixes, 1768",25,"2025-12-27 12:50:02.054999+00","2025-12-27 12:50:02.054999+00"
260685,"Fernanda Eduardo Ribeiro","Largo Vitória da Saúde, 716",29,"2025-12-27 20:55:01.83914+00","2025-12-27 20:55:01.83914+00"
260203,"Ana Marcos Alves","Passagem Bandeirantes dos Pássaros, 7176",28,"2025-12-26 04:45:02.141047+00","2025-12-26 04:45:02.141047+00"
260300,"Henrique Alice Souza","Praça Coronel da Vida, 963",14,"2025-12-26 12:50:01.208366+00","2025-12-26 12:50:01.208366+00"
260397,"Camila Fernando Pinto","Rodovia Independência dos Pinhais, 1395",28,"2025-12-26 20:55:01.681185+00","2025-12-26 20:55:01.681185+00"
260492,"Felipe de Gomes","Alameda Xavier das Américas, 2320",4,"2025-12-27 04:50:01.469073+00","2025-12-27 04:50:01.469073+00"
260780,"Rodrigo Fábio Cavalcanti","Travessa Ipiranga da Prosperidade, 7023",3,"2025-12-28 04:50:01.419841+00","2025-12-28 04:50:01.419841+00"
260877,"Caio Carolina Martins","Beco Santana da Praia, 3373",28,"2025-12-28 12:55:01.703219+00","2025-12-28 12:55:01.703219+00"
260974,"Patrícia da Rodrigues","Avenida Independência da Paz, 4004",16,"2025-12-28 21:00:01.416207+00","2025-12-28 21:00:01.416207+00"
261068,"Gustavo Rosa Barros","Praça Bandeirantes da Floresta, 5012",16,"2025-12-29 04:50:01.593411+00","2025-12-29 04:50:01.593411+00"
261165,"Marcelo Marcos Nascimento","Alameda Internacional do Porto, 8437",23,"2025-12-29 12:55:01.539648+00","2025-12-29 12:55:01.539648+00"
261262,"Mariana Fábio Lima","Via Bandeirantes das Acácias, 2231",11,"2025-12-29 21:00:01.555727+00","2025-12-29 21:00:01.555727+00"
261356,"Gustavo Marcos Araújo","Via Doutor das Rosas, 6556",13,"2025-12-30 04:50:01.412719+00","2025-12-30 04:50:01.412719+00"
261453,"Caio Luís Monteiro","Avenida Libertadores do Bosque, 3098",5,"2025-12-30 12:55:01.156337+00","2025-12-30 12:55:01.156337+00"
260589,"Nathalia Rafael Mendes","Estrada Internacional das Rosas, 8130",13,"2025-12-27 12:55:01.196404+00","2025-12-27 12:55:01.196404+00"
260686,"Juliana Samuel Nascimento","Via Tocantins do Campo, 8011",5,"2025-12-27 21:00:02.064571+00","2025-12-27 21:00:02.064571+00"
260204,"Alexandre Antônio Barbosa","Avenida Internacional da Floresta, 6212",6,"2025-12-26 04:50:01.2783+00","2025-12-26 04:50:01.2783+00"
260301,"Gabriela Ricardo Rocha","Beco Barão da Aventura, 2255",2,"2025-12-26 12:55:01.35758+00","2025-12-26 12:55:01.35758+00"
260398,"Gustavo Márcia Martins","Largo Marechal do Pacífico, 6218",15,"2025-12-26 21:00:01.8481+00","2025-12-26 21:00:01.8481+00"
260493,"Cristina Rafael Alves","Alameda Atlântica do Bosque, 8084",16,"2025-12-27 04:55:01.622708+00","2025-12-27 04:55:01.622708+00"
260781,"Patrícia Márcia Lima","Rodovia Industrial dos Viajantes, 2992",18,"2025-12-28 04:55:01.565289+00","2025-12-28 04:55:01.565289+00"
260878,"Juliana João Ribeiro","Via Tiradentes da Floresta, 5660",7,"2025-12-28 13:00:01.865759+00","2025-12-28 13:00:01.865759+00"
260975,"Diego de Alves","Alameda Tocantins Vinhedos, 2305",5,"2025-12-28 21:05:01.562813+00","2025-12-28 21:05:01.562813+00"
261069,"Eduardo Márcia Nascimento","Largo Bandeirantes dos Pinhais, 9355",23,"2025-12-29 04:55:01.780281+00","2025-12-29 04:55:01.780281+00"
261166,"Carlos Antônio Souza","Vila Amazonas da Esperança, 2330",13,"2025-12-29 13:00:01.699866+00","2025-12-29 13:00:01.699866+00"
261263,"Caio Luís Ribeiro","Estrada Bandeirantes das Américas, 3971",23,"2025-12-29 21:05:01.721383+00","2025-12-29 21:05:01.721383+00"
261357,"Lucas Carolina Barbosa","Largo Monteiro da Colina, 3313",4,"2025-12-30 04:55:01.551376+00","2025-12-30 04:55:01.551376+00"
261454,"Vanessa e Cavalcanti","Praça Zumbi da Aventura, 9278",14,"2025-12-30 13:00:01.294511+00","2025-12-30 13:00:01.294511+00"
260590,"Eduardo Pedro Rodrigues","Avenida Doutor do Progresso, 4268",5,"2025-12-27 13:00:01.34013+00","2025-12-27 13:00:01.34013+00"
260687,"Fernanda João Costa","Beco Santo do Vale, 3943",29,"2025-12-27 21:05:01.230793+00","2025-12-27 21:05:01.230793+00"
260205,"Beatriz Maria Castro","Rodovia Marquês da Saúde, 4452",21,"2025-12-26 04:55:01.415233+00","2025-12-26 04:55:01.415233+00"
260302,"Cristina Gustavo Nascimento","Travessa Voluntários da Colina, 2104",11,"2025-12-26 13:00:01.49044+00","2025-12-26 13:00:01.49044+00"
260399,"Clara José Monteiro","Avenida Marechal da Lua, 6387",18,"2025-12-26 21:05:02.047517+00","2025-12-26 21:05:02.047517+00"
260494,"Caio Rafael Barbosa","Vila Santa da Fonte, 2053",6,"2025-12-27 05:00:01.839692+00","2025-12-27 05:00:01.839692+00"
260782,"Isabela Fábio Alves","Passagem Internacional dos Pinhais, 5621",19,"2025-12-28 05:00:01.701128+00","2025-12-28 05:00:01.701128+00"
260879,"Caio Juliana Gomes","Alameda Quintino da Prosperidade, 8813",23,"2025-12-28 13:05:02.066353+00","2025-12-28 13:05:02.066353+00"
260976,"Carlos Marcos Freitas","Beco Doutor dos Navegantes, 1498",13,"2025-12-28 21:10:01.701922+00","2025-12-28 21:10:01.701922+00"
261070,"Marcos Paula Barros","Praça Nossa Senhora da Aventura, 4444",1,"2025-12-29 05:00:01.944217+00","2025-12-29 05:00:01.944217+00"
261167,"Carlos Maria Oliveira","Vila São Pedro dos Pinhais, 2645",7,"2025-12-29 13:05:01.855431+00","2025-12-29 13:05:01.855431+00"
261264,"Rodrigo Juliana Lima","Rodovia Juscelino do Mar, 7575",7,"2025-12-29 21:10:01.90347+00","2025-12-29 21:10:01.90347+00"
261358,"Daniela das Dias","Passagem Xavier do Pacífico, 2608",9,"2025-12-30 05:00:01.706314+00","2025-12-30 05:00:01.706314+00"
261455,"Fernando Carolina Silva","Vila São Pedro da Esperança, 7809",20,"2025-12-30 13:05:01.443991+00","2025-12-30 13:05:01.443991+00"
260591,"Sara Lucas Nascimento","Estrada São João dos Santos, 9172",6,"2025-12-27 13:05:01.473664+00","2025-12-27 13:05:01.473664+00"
260688,"Carlos Francisco Araújo","Vila Coronel dos Navegantes, 729",27,"2025-12-27 21:10:01.373701+00","2025-12-27 21:10:01.373701+00"
260206,"Simone Gustavo Araújo","Praça Quintino dos Peixes, 7433",19,"2025-12-26 05:00:01.549303+00","2025-12-26 05:00:01.549303+00"
260303,"Tatiana Luís Costa","Passagem Santo da Liberdade, 5971",8,"2025-12-26 13:05:01.641522+00","2025-12-26 13:05:01.641522+00"
260400,"Daniela da Lima","Rua Jardim do Sol, 4649",28,"2025-12-26 21:10:01.195141+00","2025-12-26 21:10:01.195141+00"
260783,"Mateus Fábio Araújo","Rodovia Central da Aventura, 9647",16,"2025-12-28 05:05:01.891086+00","2025-12-28 05:05:01.891086+00"
260880,"Simone Samuel Mendes","Beco Visconde da Inovação, 8490",13,"2025-12-28 13:10:01.206129+00","2025-12-28 13:10:01.206129+00"
260977,"Luiz Ricardo Martins","Rua Pinheiros da Praia, 956",29,"2025-12-28 21:15:01.858615+00","2025-12-28 21:15:01.858615+00"
261071,"Lívia Francisco Ribeiro","Largo São Pedro dos Navegantes, 5786",13,"2025-12-29 05:05:01.121643+00","2025-12-29 05:05:01.121643+00"
261168,"Leonardo Alice Martins","Alameda Internacional da Pedra, 2338",16,"2025-12-29 13:10:02.005071+00","2025-12-29 13:10:02.005071+00"
261265,"Rodrigo Rosa Gomes","Beco Xavier dos Navegantes, 2680",24,"2025-12-29 21:15:02.078344+00","2025-12-29 21:15:02.078344+00"
261359,"Felipe Larissa Rocha","Beco Ipiranga das Acácias, 3793",8,"2025-12-30 05:05:01.880128+00","2025-12-30 05:05:01.880128+00"
261456,"Mariana do Gomes","Passagem Voluntários do Progresso, 3102",16,"2025-12-30 13:10:01.617927+00","2025-12-30 13:10:01.617927+00"
260495,"Diego Pedro Oliveira","Largo Laranjeiras da Aventura, 8715",25,"2025-12-27 05:05:02.015419+00","2025-12-27 05:05:02.015419+00"
260592,"Caio Fábio Alves","Passagem Independência do Bosque, 4043",19,"2025-12-27 13:10:01.612298+00","2025-12-27 13:10:01.612298+00"
260689,"Aline Marcos Rodrigues","Avenida São Pedro do Campo, 4629",28,"2025-12-27 21:15:01.519666+00","2025-12-27 21:15:01.519666+00"
260207,"Luiz Lucas Barros","Largo Principal Vinhedos, 3978",16,"2025-12-26 05:05:01.701835+00","2025-12-26 05:05:01.701835+00"
260304,"Rebeca Clara Oliveira","Beco Brasil da Saúde, 1257",25,"2025-12-26 13:10:01.781401+00","2025-12-26 13:10:01.781401+00"
260401,"André Ana Campos","Via Brasil do Bosque, 8846",1,"2025-12-26 21:15:01.341126+00","2025-12-26 21:15:01.341126+00"
260784,"Nathalia Ana Almeida","Beco Vicente da Saúde, 1579",18,"2025-12-28 05:10:02.05558+00","2025-12-28 05:10:02.05558+00"
260881,"Carlos Lucas Lima","Passagem Imperador do Bosque, 8873",25,"2025-12-28 13:15:01.352542+00","2025-12-28 13:15:01.352542+00"
260978,"César Alice Castro","Alameda Principal da Floresta, 3745",26,"2025-12-28 21:20:02.023869+00","2025-12-28 21:20:02.023869+00"
261072,"Lívia Eduardo Martins","Travessa São João da Pedra, 3592",3,"2025-12-29 05:10:01.245837+00","2025-12-29 05:10:01.245837+00"
261169,"Gustavo Rafael Pereira","Praça Ipiranga da Serra, 2278",25,"2025-12-29 13:15:01.14823+00","2025-12-29 13:15:01.14823+00"
261266,"Alexandre e Silva","Via Santa da Vida, 850",28,"2025-12-29 21:20:01.216227+00","2025-12-29 21:20:01.216227+00"
261360,"Caio Larissa Lima","Estrada Barão do Pacífico, 2205",24,"2025-12-30 05:10:02.045744+00","2025-12-30 05:10:02.045744+00"
260017,"Carlos João Alves","Rodovia Paulista da Serra, 4486",5,"2025-12-25 13:15:01.761674+00","2025-12-25 13:15:01.761674+00"
261457,"Felipe Leonardo Fernandes","Beco Industrial da Paz, 2424",24,"2025-12-30 13:15:01.780136+00","2025-12-30 13:15:01.780136+00"
260496,"Renata Sofia Fernandes","Avenida Tiradentes dos Coqueiros, 2229",28,"2025-12-27 05:10:01.179158+00","2025-12-27 05:10:01.179158+00"
260593,"Eduardo José Costa","Praça Xavier dos Navegantes, 773",28,"2025-12-27 13:15:01.740219+00","2025-12-27 13:15:01.740219+00"
260690,"Larissa Marcos Souza","Avenida Quintino da Floresta, 3324",6,"2025-12-27 21:20:01.650031+00","2025-12-27 21:20:01.650031+00"
260208,"Isabela Ricardo Oliveira","Vila Rei da Liberdade, 8239",28,"2025-12-26 05:10:01.878715+00","2025-12-26 05:10:01.878715+00"
260305,"Bruno da Gomes","Largo Duque do Vale, 3886",15,"2025-12-26 13:15:01.93919+00","2025-12-26 13:15:01.93919+00"
260402,"Gustavo e Mendes","Passagem Principal das Acácias, 1695",6,"2025-12-26 21:20:01.691589+00","2025-12-26 21:20:01.691589+00"
260785,"Vanessa Marcos Barros","Avenida Padre da Paz, 1545",16,"2025-12-28 05:15:01.187897+00","2025-12-28 05:15:01.187897+00"
260882,"Gustavo Paula Barros","Beco Libertadores do Bosque, 5711",17,"2025-12-28 13:20:01.497165+00","2025-12-28 13:20:01.497165+00"
260979,"Marcos Alice Rodrigues","Alameda Oliveira do Porto, 4706",26,"2025-12-28 21:25:01.180751+00","2025-12-28 21:25:01.180751+00"
261073,"Tiago Alice Alves","Alameda Palmeiras do Sol, 2780",11,"2025-12-29 05:15:01.389383+00","2025-12-29 05:15:01.389383+00"
261170,"Rodrigo Pedro Barros","Via Doutor da Felicidade, 5122",5,"2025-12-29 13:20:01.282781+00","2025-12-29 13:20:01.282781+00"
261267,"Diego das Campos","Avenida Doutor dos Peixes, 9808",16,"2025-12-29 21:25:01.426545+00","2025-12-29 21:25:01.426545+00"
261361,"Rafael Felipe Santos","Travessa Zumbi dos Coqueiros, 7885",12,"2025-12-30 05:15:01.193366+00","2025-12-30 05:15:01.193366+00"
261458,"Aline Ricardo Barbosa","Rodovia São João das Rosas, 5503",25,"2025-12-30 13:20:01.955172+00","2025-12-30 13:20:01.955172+00"
260497,"Fernando Felipe Cardoso","Beco Brasil dos Peixes, 6054",16,"2025-12-27 05:15:01.321259+00","2025-12-27 05:15:01.321259+00"
260594,"Mateus da Carvalho","Beco Ipiranga do Lago, 1217",16,"2025-12-27 13:20:02.110489+00","2025-12-27 13:20:02.110489+00"
260691,"Rodrigo Sofia Freitas","Travessa Visconde da Inovação, 9938",23,"2025-12-27 21:25:01.791122+00","2025-12-27 21:25:01.791122+00"
260209,"Larissa Carla Almeida","Avenida Brasil do Bosque, 3873",21,"2025-12-26 05:15:02.062669+00","2025-12-26 05:15:02.062669+00"
260306,"Alexandre Eduardo Barbosa","Alameda Visconde da Prosperidade, 4232",28,"2025-12-26 13:20:02.120592+00","2025-12-26 13:20:02.120592+00"
260403,"Gustavo Eduardo Cavalcanti","Estrada Juscelino da Floresta, 527",13,"2025-12-26 21:25:01.855583+00","2025-12-26 21:25:01.855583+00"
260786,"Isabela Francisco Martins","Avenida Palmeiras do Bosque, 9312",6,"2025-12-28 05:20:01.522559+00","2025-12-28 05:20:01.522559+00"
260883,"Renata Maria Dias","Beco Bandeirantes do Campo, 5788",1,"2025-12-28 13:25:01.724141+00","2025-12-28 13:25:01.724141+00"
260980,"Mariana Carolina Campos","Avenida Amazonas da Serra, 3083",25,"2025-12-28 21:30:01.248963+00","2025-12-28 21:30:01.248963+00"
261074,"Cristina do Nascimento","Vila Juscelino da Felicidade, 723",19,"2025-12-29 05:20:01.530993+00","2025-12-29 05:20:01.530993+00"
261171,"André Sofia Pereira","Avenida Voluntários das Estrelas, 1989",25,"2025-12-29 13:25:01.495387+00","2025-12-29 13:25:01.495387+00"
261268,"Diego e Carvalho","Rodovia Rei da Harmonia, 3594",11,"2025-12-29 21:30:01.561545+00","2025-12-29 21:30:01.561545+00"
261362,"Fernando Lucas Monteiro","Beco Vicente do Pacífico, 3450",9,"2025-12-30 05:20:01.551144+00","2025-12-30 05:20:01.551144+00"
261459,"Marcelo Gustavo Alves","Rua Marquês das Rosas, 6515",12,"2025-12-30 13:25:01.139988+00","2025-12-30 13:25:01.139988+00"
260498,"Mateus do Gomes","Via Quintino do Sol, 2307",27,"2025-12-27 05:20:01.712803+00","2025-12-27 05:20:01.712803+00"
260595,"Daniela Sofia Santos","Rodovia Central da Praia, 1276",20,"2025-12-27 13:25:01.250065+00","2025-12-27 13:25:01.250065+00"
260692,"Carlos Rafael Dias","Travessa Santo das Estrelas, 4320",2,"2025-12-27 21:30:01.894651+00","2025-12-27 21:30:01.894651+00"
260210,"Lucas dos Rodrigues","Rua Vicente da Colina, 9917",11,"2025-12-26 05:20:01.21401+00","2025-12-26 05:20:01.21401+00"
260307,"Alexandre da Monteiro","Estrada Pinheiros da Esperança, 9647",17,"2025-12-26 13:25:01.294358+00","2025-12-26 13:25:01.294358+00"
